submit_date,promotion_one_id,promotion_one_class,promotion_two_id,promotion_two_class,order_channel,nsite_id,registered,first_time_buyer,device_class_code,locale_code,frequency_count
2024-01-28 00:00:00.000,107190027,ORDER,107190042,ORDER,Storefront,Sites-ker-ukie-Site,true,false,desktop,en_GB,6
2024-03-11 00:00:00.000,59980276,SHIPPING,80620024,PRODUCT,Storefront,Sites-kerastase-emea-west-ng-Site,true,true,smartphone,fr_FR,28
2024-01-28 00:00:00.000,80690003,PRODUCT,81120115,PRODUCT,Storefront,Sites-staffshop-fr-Site,true,false,desktop,fr_FR,3
2024-01-28 00:00:00.000,78040001,PRODUCT,80700001,PRODUCT,Storefront,Sites-staffshop-fr-Site,true,false,desktop,fr_FR,19
2024-02-18 00:00:00.000,59980162,PRODUCT,95260001,SHIPPING,Storefront,Sites-gac-emea-west-Site,false,true,smartphone,en_GB,13
2024-02-18 00:00:00.000,59980162,PRODUCT,95260001,SHIPPING,Storefront,Sites-gac-emea-west-Site,true,true,smartphone,en_GB,5
2024-02-18 00:00:00.000,59980162,PRODUCT,108000030,ORDER,Storefront,Sites-gac-emea-west-Site,false,true,smartphone,en_GB,3
2024-06-07 00:00:00.000,56510001,SHIPPING,111750012,PRODUCT,Storefront,Sites-lancome-de-Site,true,false,smartphone,de_DE,1
2024-03-11 00:00:00.000,59980276,SHIPPING,80620066,PRODUCT,Storefront,Sites-kerastase-emea-west-ng-Site,true,false,smartphone,fr_FR,4
2024-02-18 00:00:00.000,59980162,PRODUCT,108000030,ORDER,Storefront,Sites-gac-emea-west-Site,true,true,smartphone,en_GB,2
2024-02-18 00:00:00.000,54320001,SHIPPING,107430105,PRODUCT,Storefront,Sites-skc-fr-Site,true,false,desktop,fr_FR,4
2024-05-14 00:00:00.000,59470001,SHIPPING,112060035,PRODUCT,Storefront,Sites-kiehls-es-Site,true,false,smartphone,es_ES,37
2024-01-28 00:00:00.000,77040001,SHIPPING,81120115,PRODUCT,Storefront,Sites-staffshop-fr-Site,true,false,desktop,fr_FR,3
2024-01-28 00:00:00.000,80690003,PRODUCT,80730001,PRODUCT,Storefront,Sites-staffshop-fr-Site,true,false,desktop,fr_FR,3
2024-02-17 00:00:00.000,108260043,ORDER,108260056,ORDER,Storefront,Sites-itc-de-Site,true,true,smartphone,de_DE,18
2024-09-06 00:00:00.000,78870001,PRODUCT,116590085,ORDER,Storefront,Sites-ysl-emea-west-ng-Site,true,false,desktop,fr_FR,1
2024-02-17 00:00:00.000,49580156,ORDER,49580223,SHIPPING,Storefront,Sites-kiehls-es-Site,true,false,smartphone,es_ES,2
2024-02-17 00:00:00.000,49580283,SHIPPING,107700112,PRODUCT,Storefront,Sites-kiehls-it-Site,true,false,smartphone,it_IT,15
2024-02-17 00:00:00.000,57760121,PRODUCT,59980087,SHIPPING,Storefront,Sites-kerastase-emea-west-ng-Site,true,true,smartphone,es_ES,1
2024-02-17 00:00:00.000,57760121,PRODUCT,76540001,ORDER,Storefront,Sites-kerastase-emea-west-ng-Site,true,true,smartphone,es_ES,1
2024-02-17 00:00:00.000,59980074,SHIPPING,59980162,PRODUCT,Storefront,Sites-gac-emea-west-Site,false,false,smartphone,nl_NL,1
2024-02-17 00:00:00.000,59980087,SHIPPING,76540001,ORDER,Storefront,Sites-kerastase-emea-west-ng-Site,true,true,smartphone,es_ES,2
2024-02-17 00:00:00.000,76960003,SHIPPING,78040001,PRODUCT,Storefront,Sites-staffshop-fr-Site,true,false,desktop,fr_FR,20
2024-02-17 00:00:00.000,76960003,SHIPPING,78040001,PRODUCT,Storefront,Sites-staffshop-fr-Site,true,false,smartphone,fr_FR,17
2024-02-17 00:00:00.000,76960003,SHIPPING,80690001,PRODUCT,Storefront,Sites-staffshop-fr-Site,true,false,smartphone,fr_FR,10
2024-02-17 00:00:00.000,76960003,SHIPPING,80700001,PRODUCT,Storefront,Sites-staffshop-fr-Site,true,false,smartphone,fr_FR,1
2024-02-17 00:00:00.000,76960003,SHIPPING,80760002,PRODUCT,Storefront,Sites-staffshop-fr-Site,true,false,desktop,fr_FR,1
2024-01-28 00:00:00.000,49580141,SHIPPING,49580322,PRODUCT,Storefront,Sites-kiehls-de-Site,false,true,desktop,de_DE,3
2024-01-28 00:00:00.000,43050002,SHIPPING,107190086,ORDER,Storefront,Sites-mugler-uk-Site,true,true,desktop,en_GB,5
2024-02-17 00:00:00.000,77040001,SHIPPING,80720001,PRODUCT,Storefront,Sites-staffshop-fr-Site,true,false,desktop,fr_FR,5
2024-02-17 00:00:00.000,77040001,SHIPPING,103110001,ORDER,Storefront,Sites-staffshop-fr-Site,true,false,desktop,fr_FR,1
2024-01-28 00:00:00.000,49580141,SHIPPING,106560015,ORDER,Storefront,Sites-kiehls-de-Site,false,true,desktop,de_DE,4
2024-01-28 00:00:00.000,44080001,PRODUCT,88940001,SHIPPING,Storefront,Sites-mugler-fr-Site,true,false,desktop,fr_FR,4
2024-01-28 00:00:00.000,49580141,SHIPPING,106830128,PRODUCT,Storefront,Sites-kiehls-de-Site,false,true,desktop,de_DE,3
2024-02-17 00:00:00.000,77040001,SHIPPING,107470001,PRODUCT,Storefront,Sites-staffshop-fr-Site,true,false,desktop,fr_FR,5
