visit_date,site_id,registered,ua_class,ua_family,ua_engine,ua_os,ua_os_family,device_class_code,device_market_name,device_brand,num_visits,locale_code
2019-06-26,112,false,Browser,Microsoft Edge,EdgeHTML/Blink,Windows 10,Windows,Desktop,unknown,unknown,86,UNKNOWN_LOCALE
2019-06-26,114,false,Mobile browser,Facebook App,WebKit,iOS 12,iOS,Smartphone,iPhone 7,Apple,86,UNKNOWN_LOCALE
2019-06-26,116,false,Browser,Chrome,WebKit/Blink,Windows 10,Windows,Desktop,unknown,unknown,85,UNKNOWN_LOCALE
2019-06-26,111,false,Mobile browser,Safari mobile,WebKit,iOS 10,iOS,Tablet,iPad,Apple,85,UNKNOWN_LOCALE
2019-06-26,902,false,Crawler,Google-Ads,unknown,unknown,unknown,Unrecognized,unknown,unknown,85,UNKNOWN_LOCALE
2019-06-26,303,false,Crawler,Mail.Ru bot,unknown,Linux,Linux,Unrecognized,unknown,unknown,84,UNKNOWN_LOCALE
2019-06-26,102,false,Crawler,SEMrushBot,unknown,unknown,unknown,Unrecognized,unknown,unknown,84,UNKNOWN_LOCALE
2019-06-26,308,false,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,84,UNKNOWN_LOCALE
2019-06-26,109,false,Browser,Firefox,Gecko,Windows 10,Windows,Desktop,unknown,unknown,84,UNKNOWN_LOCALE
2019-06-26,113,false,Mobile browser,Safari mobile,WebKit,iOS 12,iOS,Smartphone,iPhone,Apple,84,UNKNOWN_LOCALE
2019-06-26,113,false,Crawler,YandexBot,unknown,unknown,unknown,Unrecognized,unknown,unknown,84,UNKNOWN_LOCALE
2019-06-26,112,false,Browser,Opera,Presto/Blink,Linux (Ubuntu),Linux,Desktop,unknown,unknown,84,UNKNOWN_LOCALE
2019-06-26,106,false,Browser,Chrome,WebKit/Blink,Windows 10,Windows,Desktop,unknown,unknown,83,UNKNOWN_LOCALE
2019-06-26,113,false,Browser,Firefox,Gecko,Windows 7,Windows,Desktop,unknown,unknown,83,UNKNOWN_LOCALE
2019-06-26,117,false,Crawler,Applebot,unknown,OS X 10.10 Yosemite,OS X,Unrecognized,Mac,Apple,82,UNKNOWN_LOCALE
2019-06-26,109,false,Browser,Chrome,WebKit/Blink,OS X 10.11 El Capitan,OS X,Desktop,Mac,Apple,82,UNKNOWN_LOCALE
2019-06-26,106,false,Mobile browser,Safari mobile,WebKit,iOS 12,iOS,Tablet,iPad,Apple,82,UNKNOWN_LOCALE
2019-06-26,308,false,Browser,Chrome,WebKit/Blink,Windows XP,Windows,Desktop,unknown,unknown,82,UNKNOWN_LOCALE
2019-06-26,305,false,Crawler,bingbot,unknown,Windows 7,Windows,Unrecognized,unknown,unknown,82,UNKNOWN_LOCALE
2019-06-26,115,false,Crawler,bingbot,unknown,Windows 7,Windows,Unrecognized,unknown,unknown,82,UNKNOWN_LOCALE
2019-06-26,1101,false,Crawler,FacebookBot,unknown,unknown,unknown,Unrecognized,unknown,unknown,82,UNKNOWN_LOCALE
2019-06-26,109,false,Crawler,Datanyze,unknown,Linux,Linux,Unrecognized,unknown,unknown,82,UNKNOWN_LOCALE
2019-06-26,118,false,Crawler,SEMrushBot,unknown,unknown,unknown,Unrecognized,unknown,unknown,81,UNKNOWN_LOCALE
2019-06-26,801,false,Crawler,FacebookBot,unknown,unknown,unknown,Unrecognized,unknown,unknown,81,UNKNOWN_LOCALE
2019-06-26,112,false,Crawler,bingbot,unknown,Windows 7,Windows,Unrecognized,unknown,unknown,81,UNKNOWN_LOCALE
2019-06-26,303,false,Mobile browser,Snapchat App,unknown,iOS 12,iOS,Smartphone,iPhone 7 Plus,Apple,81,UNKNOWN_LOCALE
2019-06-26,117,false,Browser,Firefox,Gecko,Windows 10,Windows,Desktop,unknown,unknown,81,UNKNOWN_LOCALE
2019-06-26,904,false,Mobile browser,Safari mobile,WebKit,iOS 12,iOS,Smartphone,iPhone,Apple,81,UNKNOWN_LOCALE
2019-06-26,304,false,Crawler,MJ12bot,unknown,unknown,unknown,Unrecognized,unknown,unknown,81,UNKNOWN_LOCALE
2019-06-26,601,false,Crawler,Barkrowler,unknown,unknown,unknown,Unrecognized,unknown,unknown,81,UNKNOWN_LOCALE
2019-06-26,106,false,Unrecognized,unknown,unknown,unknown,unknown,unknown,unknown,unknown,80,UNKNOWN_LOCALE
2019-06-26,303,false,Crawler,DotBot,unknown,unknown,unknown,Unrecognized,unknown,unknown,80,UNKNOWN_LOCALE
2019-06-26,903,false,Browser,Chrome,WebKit/Blink,Windows 10,Windows,Desktop,unknown,unknown,80,UNKNOWN_LOCALE
2019-06-26,117,false,Mobile browser,Facebook App,WebKit,Android 9.0 Pie,Android,Smartphone,Galaxy S8,Samsung,80,UNKNOWN_LOCALE
2019-06-26,303,false,Browser,Firefox,Gecko,Windows 10,Windows,Desktop,unknown,unknown,80,UNKNOWN_LOCALE
2019-06-26,114,false,Crawler,YandexBot,unknown,unknown,unknown,Unrecognized,unknown,unknown,80,UNKNOWN_LOCALE
2019-06-26,302,false,Crawler,FacebookBot,unknown,unknown,unknown,Unrecognized,unknown,unknown,79,UNKNOWN_LOCALE
2019-06-26,111,false,Browser,Firefox,Gecko,Windows 8.1,Windows,Desktop,unknown,unknown,79,UNKNOWN_LOCALE
2019-06-26,114,false,Crawler,SEMrushBot,unknown,unknown,unknown,Unrecognized,unknown,unknown,79,UNKNOWN_LOCALE
2019-06-26,305,false,Crawler,Google-Ads,unknown,iOS 9,iOS,Smartphone,iPhone,Apple,78,UNKNOWN_LOCALE
2019-06-26,1302,false,Crawler,AhrefsBot,unknown,unknown,unknown,Unrecognized,unknown,unknown,78,UNKNOWN_LOCALE
2019-06-26,112,false,Mobile browser,Safari mobile,WebKit,iOS 12,iOS,Tablet,iPad,Apple,78,UNKNOWN_LOCALE
2019-06-26,122,false,Crawler,SEMrushBot,unknown,unknown,unknown,Unrecognized,unknown,unknown,78,UNKNOWN_LOCALE
2019-06-26,1202,false,Crawler,bingbot,unknown,unknown,unknown,Unrecognized,unknown,unknown,78,UNKNOWN_LOCALE
2019-06-26,902,false,Crawler,Googlebot,unknown,Linux,Linux,Unrecognized,unknown,unknown,77,UNKNOWN_LOCALE
2019-06-26,122,false,Browser,Firefox,Gecko,Windows 7,Windows,Desktop,unknown,unknown,77,UNKNOWN_LOCALE
2019-06-26,117,false,Library,Python-requests,unknown,unknown,unknown,Unrecognized,unknown,unknown,77,UNKNOWN_LOCALE
2019-06-26,109,false,Crawler,Googlebot,unknown,Linux,Linux,Unrecognized,unknown,unknown,77,UNKNOWN_LOCALE
2019-06-26,902,false,Crawler,Applebot,unknown,OS X 10.10 Yosemite,OS X,Unrecognized,Mac,Apple,76,UNKNOWN_LOCALE
