activation_date,site_id,device_class_code,registered,promotion_id,campaign_id,locale_code,num_visits,num_activations
2020-12-22,113,desktop,false,38600002,19020006,fr_FR,2,2
2020-12-22,113,desktop,false,39680048,20290045,fr_FR,1,1
2020-12-22,113,desktop,false,39680073,20290066,fr_FR,1,1
2020-12-22,113,desktop,false,40000001,19470001,fr_FR,6,6
2020-12-22,113,desktop,false,40190010,21600010,fr_FR,7,7
2020-12-22,113,desktop,false,40190055,21600036,fr_FR,1,1
2020-12-22,113,desktop,false,40190058,21600038,fr_FR,30,30
2020-12-22,113,desktop,false,40190075,21600038,fr_FR,30,30
2020-12-22,113,smartphone,false,11790028,1512967,fr_FR,7,7
2020-12-22,113,smartphone,false,29570001,1510481,fr_FR,3,3
2020-12-22,113,smartphone,false,29600013,1510481,fr_FR,5,5
2020-12-22,113,smartphone,false,29600021,1510481,fr_FR,2,2
2020-12-22,113,smartphone,false,29600024,1510481,fr_FR,1,1
2020-12-22,113,smartphone,false,29600026,1510481,fr_FR,5,5
2020-12-22,113,smartphone,false,29600028,1510481,fr_FR,1,1
2020-12-22,113,smartphone,false,29600029,1510481,fr_FR,12,12
2020-12-22,113,smartphone,false,29600030,1510481,fr_FR,2,2
2020-12-22,113,smartphone,false,29600034,1510481,fr_FR,1,1
2020-12-22,113,smartphone,false,29600037,1510481,fr_FR,1,1
2020-12-22,113,smartphone,false,29600041,1510481,fr_FR,6,6
2020-12-22,113,smartphone,false,29600044,1510481,fr_FR,3,3
2020-12-22,113,smartphone,false,29600046,1510481,fr_FR,9,9
2020-12-22,113,smartphone,false,29600049,1510481,fr_FR,1,1
2020-12-22,113,smartphone,false,29600056,1510481,fr_FR,1,1
2020-12-22,113,smartphone,false,29600076,1510481,fr_FR,40,40
2020-12-22,113,smartphone,false,29600087,1510481,fr_FR,1,1
2020-12-22,113,smartphone,false,29600101,1510481,fr_FR,5,5
2020-12-23,106,desktop,false,37870001,16820002,es_ES,1,1
2020-12-22,113,smartphone,false,33770040,9570055,fr_FR,1,1
2020-12-22,113,smartphone,false,39050002,18860003,fr_FR,1,1
2020-12-22,113,smartphone,false,39680048,20290045,fr_FR,29,29
2020-12-22,113,smartphone,false,39980001,20290025,fr_FR,1,1
2020-12-22,113,smartphone,false,40000001,19470001,fr_FR,11,11
2020-12-22,113,smartphone,false,40190010,21600010,fr_FR,16,16
2020-12-22,113,smartphone,false,40190055,21600036,fr_FR,2,2
2020-12-22,113,tablet,false,24400001,1512212,fr_FR,2,2
2020-12-22,113,tablet,false,29570001,1510481,fr_FR,1,1
2020-12-22,113,tablet,false,29600029,1510481,fr_FR,1,1
2020-12-22,113,tablet,false,29600032,1510481,fr_FR,2,2
2020-12-22,113,tablet,false,33770054,9570072,fr_FR,1,1
2020-12-22,113,tablet,false,35130001,11900001,fr_FR,2,2
2020-12-22,113,tablet,false,36180001,13980001,fr_FR,3,3
2020-12-22,113,tablet,false,40190010,21600010,fr_FR,2,2
2020-12-22,113,tablet,false,40190055,21600036,fr_FR,1,1
2020-12-22,113,unrecognized,false,29600076,1510481,fr_FR,24,24
2020-12-22,113,unrecognized,false,29610001,1512212,fr_FR,24,24
2020-12-22,114,desktop,false,10632,1513485,it_IT,115,116
2020-12-22,114,desktop,false,10999,1514428,es_ES,39,40
2020-12-22,114,desktop,false,20009,1510176,de_DE,183,183
2020-12-22,114,desktop,false,30198,1511553,es_ES,2,2
2020-12-22,114,desktop,false,4960016,1513403,it_IT,1,1
2020-12-22,114,desktop,false,5550001,1513339,es_ES,31,31
2020-12-22,114,desktop,false,11790018,1512503,it_IT,8,8
2020-12-22,114,desktop,false,11790034,1510728,es_ES,11,11
2020-12-22,114,desktop,false,11790034,1510729,es_ES,2,2
2020-12-22,114,desktop,false,13280001,1510371,es_ES,50,51
2020-12-22,114,desktop,false,15080001,1512427,de_DE,10,10
2020-12-22,114,desktop,false,15990004,1510211,it_IT,1,1
2020-12-22,114,desktop,false,15990027,1512518,it_IT,1,1
2020-12-22,114,desktop,false,15990055,1515503,it_IT,1,1
2020-12-22,114,desktop,false,17400001,1510309,it_IT,1,1
2020-12-22,114,desktop,false,22950001,1515062,es_ES,65,65
2020-12-22,114,desktop,false,23550001,1510728,es_ES,16,16
2020-12-22,114,desktop,false,23550001,1510729,es_ES,2,2
2020-12-22,114,desktop,false,24190001,1510728,es_ES,16,16
2020-12-22,114,desktop,false,24940005,1510416,it_IT,1,1
2020-12-22,114,desktop,false,25050001,1515306,es_ES,1,1
2020-12-22,114,desktop,false,28740039,1513654,it_IT,16,16
2020-12-22,114,desktop,false,28770001,1511763,de_DE,179,179
2020-12-22,114,desktop,false,29820001,1513654,it_IT,9,9
2020-12-22,114,desktop,false,30350001,1511964,it_IT,59,60
2020-12-22,114,desktop,false,30490029,1513339,es_ES,3,3
2020-12-22,114,desktop,false,31120001,1513065,de_DE,25,25
2020-12-22,114,desktop,false,31140001,1513065,de_DE,39,39
2020-12-22,114,desktop,false,32970004,7730006,de_DE,9,9
