site_id,request_date,total_requests,total_response_time_ms,cache_hit_requests,error_requests,avg_response_time_ms,cache_hit_rate,error_rate,nglora_version,compatibility_mode
113,2018-11-01,8412,183978,3,0,21.87089871611983,0.0003566333808844508,0.0,77.1.0,22.7
113,2018-11-03,1426,226122,1,0,158.57082748948108,0.0007012622720897616,0.0,77.1.0,22.7
113,2018-11-05,66,38130,1,0,577.7272727272727,0.015151515151515152,0.0,77.1.0,22.7
113,2018-11-07,6226,558466,1,0,89.69900417603598,0.00016061676839062,0.0,77.1.0,22.7
113,2018-11-09,1125,1120649,1,0,996.1324444444444,0.0008888888888888889,0.0,77.1.0,22.7
113,2018-11-11,171,27026,1,0,158.046783625731,0.005847953216374269,0.0,77.1.0,22.7
113,2018-11-13,5,3019,1,0,603.8,0.2,0.0,77.1.0,22.7
113,2018-11-15,79,8977,1,0,113.63291139240506,0.012658227848101266,0.0,77.1.0,22.7
113,2018-11-19,1,94,0,0,94.0,0.0,0.0,77.1.0,22.7
113,2019-01-05,374,96733,1,0,258.64438502673795,0.00267379679144385,0.0,77.3.0,22.7
113,2019-01-07,6,87,0,0,14.5,0.0,0.0,77.3.0,22.7
113,2019-01-09,1622,225543,1,0,139.05240443896423,0.0006165228113440197,0.0,77.3.0,22.7
113,2019-01-11,1,205,0,0,205.0,0.0,0.0,77.3.0,22.7
114,2018-10-19,18779,3307528,4,0,176.1290803557165,0.0002130038873209436,0.0,77.1.0,22.7
114,2018-10-20,3903,345220,5,0,88.44991032539073,0.0012810658467845247,0.0,77.1.0,22.7
114,2018-10-21,30836,5173244,4,0,167.76637696199248,0.00012971851083149564,0.0,77.1.0,22.7
114,2018-10-22,7078,1039943,7,0,146.92610907035885,0.0009889799378355467,0.0,77.1.0,22.7
114,2018-10-23,1430,294118,3,0,205.6769230769231,0.002097902097902098,0.0,77.1.0,22.7
114,2018-10-24,10342,502530,4,0,48.5911815896345,0.00038677238445175013,0.0,77.1.0,22.7
114,2018-10-25,10288,2708105,5,0,263.22949066874025,0.0004860031104199067,0.0,77.1.0,22.7
114,2018-10-26,12699,1498141,3,0,117.9731474919285,0.00023623907394283014,0.0,77.1.0,22.7
114,2018-10-28,1027,88134,2,0,85.81694255111977,0.0019474196689386564,0.0,77.1.0,22.7
114,2018-10-30,2722,188344,3,0,69.19324026451139,0.0011021307861866275,0.0,77.1.0,22.7
114,2018-11-01,877,273735,2,0,312.1265678449259,0.002280501710376283,0.0,77.1.0,22.7
114,2018-11-03,3082,93018,2,0,30.18105126541207,0.0006489292667099286,0.0,77.1.0,22.7
114,2018-11-05,584,155553,1,0,266.3578767123288,0.0017123287671232876,0.0,77.1.0,22.7
114,2018-11-07,1318,254881,1,0,193.38467374810318,0.0007587253414264037,0.0,77.1.0,22.7
114,2018-11-09,386,60712,3,0,157.28497409326425,0.007772020725388601,0.0,77.1.0,22.7
114,2018-11-11,7079,420698,2,0,59.429015397655036,0.00028252578047746857,0.0,77.1.0,22.7
114,2018-11-13,108,31822,2,0,294.64814814814815,0.018518518518518517,0.0,77.1.0,22.7
114,2018-11-15,10,1168,0,0,116.8,0.0,0.0,77.1.0,22.7
114,2018-11-17,139,10972,1,0,78.93525179856115,0.007194244604316547,0.0,77.1.0,22.7
114,2019-01-05,52,33519,0,0,644.5961538461538,0.0,0.0,77.3.0,22.7
114,2019-01-07,86,47553,1,0,552.9418604651163,0.011627906976744186,0.0,77.3.0,22.7
114,2019-01-09,19,7250,1,0,381.57894736842104,0.05263157894736842,0.0,77.3.0,22.7
114,2019-01-11,901,1262891,1,0,1401.6548279689234,0.0011098779134295228,0.0,77.3.0,22.7
