business_channel_id,registered,site_id,first_time_buyer,promotion_id,coupon_id,device_class_code,locale_code,std_revenue,num_orders,num_units,std_tax,std_shipping,num_promotion_uses,std_total_discount,submit_date,campaign_id,std_item_discount,std_order_discount,std_shipping_discount,std_order_net,std_shipping_net,std_discount,num_order_units
7,false,304,true,11389,1,smartphone,UNKNOWN_LOCALE,180.891742,4,5.000000,30.154489,23.832720,4,23.832720,2017-01-01,,0.000000,0.000000,23.832720,122.177868,,,
7,false,304,true,11389,1,tablet,UNKNOWN_LOCALE,36.183040,1,1.000000,6.040281,5.958180,1,5.958180,2017-01-01,,0.000000,0.000000,5.958180,24.430882,,,
7,false,305,false,11829,1,desktop,UNKNOWN_LOCALE,3.490277,2,10.000000,0.604863,0.216685,2,0.237060,2017-01-01,,0.000000,0.000000,0.237060,77.881786,,,
7,false,305,false,11829,1,smartphone,UNKNOWN_LOCALE,3.738076,1,7.000000,0.648200,0.103712,1,0.119266,2017-01-01,,0.000000,0.000000,0.119266,80.762016,,,
7,false,305,false,11829,1,unknown,UNKNOWN_LOCALE,2.772074,1,9.000000,0.481890,0.118528,1,0.118528,2017-01-01,,0.000000,0.000000,0.118528,58.804334,,,
7,false,305,false,30070,1,unknown,UNKNOWN_LOCALE,12.220927,1,8.000000,2.287873,0.581624,1,0.581624,2017-01-01,,0.000000,0.000000,0.581624,41.561147,,,
7,false,305,false,1370039,1,desktop,UNKNOWN_LOCALE,0.198164,1,1.000000,0.032966,0.019631,1,0.078525,2017-01-01,,0.078525,0.000000,0.000000,40.994761,,,
7,false,305,false,1370047,1,smartphone,UNKNOWN_LOCALE,0.242612,2,2.000000,0.064079,0.132974,2,0.106676,2017-01-01,,0.106676,0.000000,0.000000,99.474994,,,
7,false,305,false,1370047,1,tablet,UNKNOWN_LOCALE,0.378919,1,1.000000,0.085933,0.118158,1,0.124825,2017-01-01,,0.124825,0.000000,0.000000,21.468014,,,
7,false,305,true,11829,1,smartphone,UNKNOWN_LOCALE,1.647909,1,6.000000,0.284466,0.088896,1,0.117786,2017-01-01,,0.000000,0.000000,0.117786,39.010898,,,
7,false,305,true,11829,1,unknown,UNKNOWN_LOCALE,1.984232,1,5.000000,0.344471,0.118530,1,0.118530,2017-01-01,,0.000000,0.000000,0.118530,42.090774,,,
7,false,305,true,30070,1,smartphone,UNKNOWN_LOCALE,10.973617,1,6.000000,2.053862,0.572538,1,0.572538,2017-01-01,,0.000000,0.000000,0.572538,37.314835,,,
7,false,305,true,1370039,1,smartphone,UNKNOWN_LOCALE,0.209646,1,2.000000,0.034817,0.029632,1,0.082970,2017-01-01,,0.082970,0.000000,0.000000,39.010898,,,
