submit_date,business_channel_id,site_id,registered,first_time_buyer,source_code_group_id,source_code_status,num_orders,num_units,device_class_code,std_revenue
2020-07-05,7,1102,true,false,1,INVALID,3,15.000000,smartphone,818.170000
2020-07-05,7,116,false,false,7101,ACTIVE,1,7.000000,smartphone,76.050000
2020-07-06,7,109,false,false,8701,ACTIVE,1,13.000000,smartphone,82.080000
2020-07-06,7,109,true,false,8701,ACTIVE,1,12.000000,smartphone,112.500000
2020-07-06,7,1102,false,true,1,INVALID,1,3.000000,smartphone,37.500000
2020-07-06,7,109,true,false,8701,ACTIVE,1,5.000000,tablet,19.170000
2020-07-06,7,1102,true,true,1,INVALID,1,6.000000,desktop,240.000000
2020-07-07,7,309,true,false,1,INVALID,1,12.000000,tablet,34.730000
2020-07-07,7,1102,true,true,1,INVALID,1,3.000000,desktop,123.330000
2020-07-07,7,109,true,false,101,ACTIVE,1,4.000000,tablet,11.670000
2020-07-07,7,121,true,false,5901,ACTIVE,1,1.000000,desktop,18.660000
2020-07-07,7,1102,false,false,1,INVALID,1,3.000000,desktop,31.670000
2020-07-07,7,109,true,false,202,ACTIVE,1,12.000000,desktop,84.290000
2020-07-08,7,109,true,false,101,ACTIVE,1,7.000000,desktop,86.670000
2023-11-29,7,3801,true,false,72101,ACTIVE,1,3.000000,smartphone,121.250000
2020-11-27,7,114,true,true,17101,ACTIVE,1,6.000000,unknown,97.550000
2023-11-29,7,5001,true,false,49402,ACTIVE,2,12.000000,smartphone,96.660000
2020-07-08,7,109,false,false,101,ACTIVE,1,8.000000,smartphone,61.670000
2020-07-08,7,109,true,false,202,ACTIVE,1,2.000000,desktop,47.100000
2020-07-08,7,109,true,false,202,ACTIVE,1,11.000000,smartphone,50.840000
2020-07-08,7,109,true,true,101,ACTIVE,1,12.000000,desktop,72.950000
2020-07-08,7,113,false,false,10001,ACTIVE,690,4613.000000,smartphone,20072.630000
2020-07-08,7,113,false,false,10001,ACTIVE,22,148.000000,tablet,632.500000
2020-11-27,7,114,true,true,18101,ACTIVE,11,68.000000,smartphone,656.210000
2020-07-08,7,106,true,false,1,INVALID,2,11.000000,desktop,185.960000
2020-07-08,7,113,false,false,10001,ACTIVE,122,835.000000,desktop,3536.250000
2021-11-21,7,1201,true,true,37201,ACTIVE,4,8.000000,smartphone,136.730000
2024-02-19,7,2703,true,false,78601,ACTIVE,1,6.000000,smartphone,64.330000
2020-07-08,7,113,true,true,10001,ACTIVE,3,21.000000,tablet,86.250000
2020-07-08,7,106,true,false,1,INVALID,1,1.000000,smartphone,21.310000
2020-07-10,7,113,false,true,10001,ACTIVE,54,291.000000,smartphone,1609.810000
2020-07-10,7,113,true,true,10001,ACTIVE,1,1.000000,desktop,28.750000
2020-07-10,7,106,true,true,1,INVALID,1,3.000000,tablet,37.860000
2020-07-08,7,113,true,false,10001,ACTIVE,3,15.000000,smartphone,86.250000
2020-07-10,7,109,true,true,101,ACTIVE,1,16.000000,smartphone,78.270000
2020-07-08,7,106,true,true,1,INVALID,2,5.000000,smartphone,96.810000
2020-07-08,7,109,true,false,8701,ACTIVE,1,14.000000,desktop,81.880000
2020-07-09,7,106,true,true,1,INVALID,3,4.000000,desktop,102.390000
2020-07-09,7,113,false,false,10001,ACTIVE,55,335.000000,desktop,1634.170000
2020-07-10,7,1102,true,false,1,INVALID,2,13.000000,desktop,756.680000
2020-07-09,7,113,false,false,10001,ACTIVE,2,12.000000,tablet,57.500000
2020-07-10,7,106,true,false,1,INVALID,1,3.000000,tablet,37.860000
2020-07-10,7,113,false,true,10001,ACTIVE,8,45.000000,desktop,245.790000
2020-07-10,7,1102,true,true,1,INVALID,1,3.000000,desktop,56.670000
2020-07-09,7,113,true,false,10001,ACTIVE,1,5.000000,smartphone,52.500000
2020-07-09,7,113,true,true,10001,ACTIVE,11,60.000000,desktop,365.000000
2020-07-09,7,113,true,true,10001,ACTIVE,5,32.000000,smartphone,243.750000
2020-07-09,7,1102,true,false,1,INVALID,1,3.000000,desktop,79.170000
2020-07-08,7,902,true,false,1501,ACTIVE,1,9.000000,tablet,36.520000
2020-07-08,7,106,false,true,1,INVALID,1,2.000000,smartphone,56.470000
2020-07-09,7,1701,false,true,1,INVALID,1,3.000000,smartphone,115.290000
2020-07-09,7,113,false,false,10001,ACTIVE,298,1788.000000,smartphone,8828.330000
2020-07-09,7,113,false,true,10001,ACTIVE,308,1824.000000,desktop,9181.930000
2020-07-08,7,113,true,false,10001,ACTIVE,7,47.000000,desktop,201.250000
2020-07-09,7,113,false,true,10001,ACTIVE,1618,9651.000000,smartphone,47525.000000
2020-07-08,7,113,true,true,10001,ACTIVE,12,74.000000,smartphone,432.910000
2020-07-08,7,1102,true,true,1,INVALID,2,5.000000,smartphone,135.840000
2020-07-08,7,1701,false,true,11605,ACTIVE,1,3.000000,smartphone,68.060000
2020-07-08,7,109,true,false,101,ACTIVE,1,11.000000,smartphone,73.330000
